user_id,category_id,ads
3201,881,"[1719729, 2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206]"
3201,800,"[2794324, 2197759, 2197759, 2815851, 1720936, 1720936, 2325485, 606200, 1382685, 1714487]"
3201,806,"[2708543, 2708543, 2825119, 2569246, 2748283, 1073756, 2708543, 2708543, 2274834, 2804693]"
3201,815,"[2501892, 2868017, 2341762, 2856793, 2771820, 2845216, 2841844, 2436551, 2854562, 2341762]"
3201,362,"[2766344, 2198354, 2822309, 2822309, 2814699, 1519266, 1996405, 2766344, 2034634, 2034634]"
3202,815,"[2867059, 2867059, 2866980, 2866980, 2866980, 2866980, 1906861, 2349804, 2610237, 1755522]"
3202,853,"[1988204, 2167304, 369624, 2359248, 1613075, 2844678, 2641335, 2836612, 2835151, 2835105]"
3202,887,"[2568299, 1892022, 2642725, 266683, 266683, 1828096, 2145975, 673377, 673377, 2677927]"
3202,806,"[2129629, 2858382, 2535032, 1624734, 2261468, 2261468, 2261468, 2261468, 2678157, 2843631]"
3202,888,"[2499786, 282738, 2350067, 2826518, 2484526, 2203712, 2259499, 2735972, 2824605, 2270195]"
3202,800,"[2845693, 2844501, 2471941, 2570736, 2570736, 2517683, 2810367, 2829242, 1232646, 1232646]"
3204,815,"[2873093, 2873093, 2816482, 2432142, 2788190, 2873008, 2873008, 2873008, 2814190, 2871703]"
3204,811,"[2131722, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336]"
3205,806,"[1760808, 1628052, 2079243, 2651953, 2863156, 1546646, 2869339, 1050245, 2809633, 2809633]"
3205,815,"[2610888, 2589512, 879394, 879394, 2664874, 2664874, 2845585, 2265915, 1705503, 2628909]"
3205,888,"[2144799, 2356325, 2674931, 2868805, 2627594, 2732248, 2857012, 2854398, 2854398, 2856841]"
3212,811,"[1984386, 1903859, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561]"
3213,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3213,806,"[669188, 1523122, 2387652, 2829613, 45837, 2787112, 2403236, 2159070, 2149801, 1235997]"
3215,800,"[1656800, 1961552, 1394959, 2730187, 327293, 2769115, 1514768, 1514768, 2238261, 2390541]"
3217,888,"[2497898, 2747096, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302]"
3217,815,"[2407132, 1589608, 1589608, 1589608, 1589608, 1589608, 2290905, 2318568, 2347424, 2726025]"
3223,853,"[2787545, 2582693, 2789099, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382]"
3223,815,"[350446, 2652167, 2312603, 1895975, 1895975, 1895975, 1895975, 2347424, 2726025, 2366751]"
3232,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
3232,800,"[1616536, 1638150, 2799455, 2166249, 2866775, 2509413, 2108488, 2440568, 2447395, 2692363]"
3232,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3234,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
3234,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3239,815,"[2812937, 2388855, 2699451, 2720619, 2600932, 2720600, 2720600, 2569878, 2538491, 2862922]"
3241,811,"[2626729, 2274357, 2138964, 2138964, 2274357, 2764838, 2626729, 2597250, 2746309, 2685325]"
3241,815,"[1913076, 2688135, 2528882, 2617428, 2561078, 2499530, 2671991, 2642420, 1616668, 1616668]"
3250,806,"[1810633, 2468667, 2816594, 1981605, 1913398, 1986646, 2794085, 1984351, 2676519, 2676519]"
3254,815,"[2765573, 2701392, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795]"
3258,806,"[2305912, 643149, 643149, 2377708, 2073294, 2073294, 1912202, 1794244, 1626214, 689765]"
3258,853,"[2561573, 800097, 2235840, 686486, 686486, 2774269, 2679481, 2797319, 2411510, 2651898]"
3261,800,"[2754910, 2704668, 2755183, 2618498, 2800404, 2800404, 2618498, 2690119, 2689663, 2618498]"
3263,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3273,811,"[2785800, 2785800, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561]"
3273,800,"[2760453, 2787451, 2592876, 2729578, 2577975, 943595, 2003834, 2474235, 2341451, 1953283]"
3277,815,"[2496552, 1686070, 2806770, 2424713, 2795408, 2647636, 2647636, 2647636, 2047516, 661093]"
3283,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3283,853,"[1814463, 1226286, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194]"
3283,815,"[1909556, 2752950, 2752950, 2752950, 2811664, 2419958, 2413955, 1362456, 2347424, 2726025]"
3283,806,"[2159648, 2666940, 2337590, 2337590, 460418, 2089269, 1909493, 618661, 2638085, 2582112]"
3286,815,"[2824354, 2827933, 2738651, 2847612, 2738651, 2104636, 2372251, 1469409, 2026040, 2764414]"
3287,800,"[2739908, 2254179, 2601337, 2842006, 2157248, 2819532, 2840111, 2816135, 2516579, 2771845]"
3289,815,"[2749455, 2793686, 2760739, 2635458, 2635458, 2648237, 2090527, 2046343, 2046343, 1648769]"
3289,853,"[2712070, 1923081, 2226081, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382]"
3290,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3291,806,"[1661497, 2767651, 2857190, 2833468, 1679973, 1679973, 2728932, 2785396, 1926379, 1868700]"
3299,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3299,853,"[2868798, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510]"
3300,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
3303,806,"[2394588, 2394588, 2863815, 2859929, 2802283, 1808072, 2210342, 1310835, 2204980, 2540523]"
3303,853,"[2843521, 2408043, 2817655, 2796002, 2801755, 2801755, 2801755, 2756837, 1228040, 2774269]"
3304,800,"[2410003, 1990651, 2833968, 603171, 2587040, 2587040, 2525006, 2798021, 2826503, 2826503]"
3304,806,"[2600609, 2855567, 2855567, 1817802, 1817802, 2300936, 2861332, 2855567, 2855567, 2855567]"
3304,815,"[1917186, 2567033, 2664862, 1197051, 1197051, 2860863, 2863402, 1197051, 2838972, 2842401]"
3304,853,"[2296711, 2398533, 2784869, 2330296, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922]"
3304,859,"[2271831, 2860650, 2274484, 2274484, 2274484, 2274484, 1998464, 2567368, 2655777, 144321]"
3304,888,"[2585978, 1056559, 2817299, 2868140, 2868581, 2859765, 1078497, 2853547, 2854700, 2853547]"
3308,811,"[2859029, 2081548, 2783350, 2782336, 2800442, 2702557, 2784437, 2624888, 1715508, 2828594]"
3320,806,"[541361, 2171597, 2419811, 2678633, 2696978, 2804159, 2382452, 2265375, 2516918, 2246912]"
3321,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3327,800,"[2605243, 2605243, 2770891, 2860712, 2460363, 2837784, 2826367, 2855606, 1998945, 1998977]"
3330,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
3332,806,"[2516918, 2764905, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691]"
3332,362,"[1737265, 2829222, 2831799, 2647530, 2598159, 2449079, 1618592, 2545960, 2761167, 333573]"
3337,815,"[2792281, 2757942, 2757942, 2545634, 2835722, 2828150, 2807855, 2011701, 2705413, 2197299]"
3337,887,"[2715659, 2679171, 2312633, 2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957]"
3345,853,"[2754437, 1990453, 2820793, 2838643, 2847793, 2745470, 2846142, 2849129, 2198160, 2162573]"
3354,815,"[2869733, 2869953, 2858104, 2850020, 2721114, 2862969, 2668352, 2865077, 2811178, 2851614]"
3356,888,"[935499, 935525, 933822, 933822, 870407, 717167, 2196610, 804202, 1951149, 2337551]"
3358,859,"[2790395, 2547625, 2790395, 2790395, 2608723, 1998464, 2567368, 2655777, 144321, 2067241]"
3359,888,"[2602867, 2854924, 2464155, 2648821, 2597906, 2740581, 1784087, 2674931, 2592862, 2761069]"
3364,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3367,800,"[2293661, 2162369, 1107630, 2845582, 2372420, 2591143, 1384345, 2814436, 2767097, 2587040]"
3367,806,"[264952, 477912, 477912, 2038870, 2038870, 741840, 362134, 2833739, 2838716, 2838716]"
3374,815,"[1844188, 2781083, 2812609, 2688818, 2814052, 2790083, 972608, 2603651, 96419, 2613691]"
3377,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3377,815,"[446385, 732904, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795]"
3377,888,"[1080618, 2322612, 688884, 1938519, 688884, 688884, 2388034, 2586509, 688884, 2368775]"
3377,806,"[2753861, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465]"
3380,800,"[2820703, 2820703, 2832620, 2842872, 2842872, 2820703, 2820703, 1756658, 2193139, 2193139]"
3390,800,"[1853919, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
3391,800,"[2686155, 2686155, 2154718, 2154718, 1505350, 1505350, 1505350, 1717135, 2533946, 2862554]"
3391,811,"[2781985, 2781985, 2781985, 2290757, 2764838, 2626729, 2597250, 2746309, 2685325, 2783350]"
3404,815,"[2826191, 2824354, 2434247, 2693932, 1040077, 165745, 2686355, 1549769, 1543334, 2686355]"
3405,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3408,806,"[2574361, 991887, 1415197, 2832939, 2848563, 2850424, 2830548, 67693, 2823579, 2823579]"
3408,815,"[2859264, 2561586, 2646376, 2856095, 2571655, 2869471, 2869471, 2867853, 2867853, 2867084]"
3409,888,"[2740665, 2788511, 2740665, 2732022, 2536636, 2722229, 2734881, 2377036, 2452572, 2738378]"
3409,800,"[2855406, 2823263, 2823263, 2863164, 2855406, 2855406, 2833280, 2830519, 2821074, 2821074]"
3412,800,"[2664904, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
3413,815,"[2872009, 2799656, 2798488, 2791325, 2774977, 2648225, 2616218, 1509650, 2706753, 2561352]"
3415,806,"[2855035, 1924959, 2277989, 2722568, 2722568, 2379470, 2379470, 897106, 1395302, 2625727]"
3415,815,"[2668482, 2668482, 2869155, 2869143, 2405042, 2855753, 2173223, 2871078, 2868856, 2722040]"
3416,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
3416,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3416,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3422,815,"[2610692, 2673331, 2610692, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999]"
3427,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3427,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3434,800,"[2852959, 2707047, 2829875, 2835612, 2685198, 2873028, 2156418, 2131125, 2131125, 2744877]"
3434,815,"[2683616, 2859157, 2865046, 2182827, 2839105, 2839438, 2719785, 2805950, 2792020, 2725031]"
3437,815,"[1247788, 2405042, 2662905, 2744522, 2834767, 2582417, 2268130, 2844364, 2746029, 2589643]"
3438,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3454,888,"[2564880, 2644055, 2382926, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361]"
3460,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3460,853,"[2305292, 2329186, 654224, 654224, 654224, 2774269, 2679481, 2797319, 2411510, 2651898]"
3460,815,"[1975123, 2634274, 2559679, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999]"
3461,888,"[1455597, 2837294, 2836393, 2717562, 2828783, 2828783, 1850079, 2819142, 2777727, 2819142]"
3463,853,"[2695151, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510]"
3465,888,"[2794861, 2829022, 2859245, 1991913, 1991913, 2845066, 2851828, 2864855, 2836014, 2740665]"
3465,815,"[2234932, 2361455, 2610888, 2652090, 2594206, 2610888, 2109978, 2797916, 2797916, 2797916]"
3475,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3480,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3480,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3483,815,"[2699713, 2355660, 2818112, 2818112, 2818112, 2607055, 2414072, 2865709, 2865709, 1940995]"
3484,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3484,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3485,881,"[2798435, 2224493, 2696700, 297259, 2628123, 2627719, 2172462, 2407977, 2123393, 2109589]"
3486,815,"[2427113, 2783483, 2818528, 2784989, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908]"
3486,800,"[2321834, 2022115, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170]"
3493,815,"[2861259, 2861259, 2708183, 2772133, 2772899, 2777962, 2480604, 2777518, 2765116, 2768818]"
3493,853,"[2861236, 2756837, 2593979, 2779341, 2756837, 2764209, 1743729, 2764015, 2749985, 831205]"
3493,888,"[2381821, 2861386, 2869137, 1478749, 2868411, 2520407, 2827386, 2745670, 2847970, 2846835]"
3493,881,"[2782532, 2778723, 1177174, 2763651, 756239, 1493263, 2700086, 2711834, 1004466, 2816864]"
3494,806,"[2807481, 2314308, 2766930, 2748830, 2265375, 2516918, 2246912, 2665325, 26400, 2140749]"
3494,853,"[2817190, 2807886, 2822346, 2823918, 2779243, 2762239, 2363590, 2757693, 2767862, 2682782]"
3496,887,"[2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846, 2759120]"
3496,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3499,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3500,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3500,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3500,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3500,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3513,362,"[2736795, 2757104, 1931017, 2125466, 2125466, 918466, 2230369, 1889824, 2736795, 2481622]"
3518,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3533,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3533,362,"[183498, 2806007, 734917, 2194304, 2150709, 2609260, 1782443, 2190597, 2060083, 748594]"
3534,888,"[2637704, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903]"
3535,815,"[2812937, 2639476, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795]"
3536,811,"[2725226, 2725226, 1665858, 1665858, 1650869, 1355767, 2760834, 2760834, 1558065, 2282380]"
3537,881,"[2297377, 2831513, 2719191, 2379832, 2719191, 2221773, 2816864, 2652322, 2723765, 2751205]"
3542,815,"[2812937, 1989712, 2266874, 2349997, 759140, 2655894, 2702364, 2701803, 2429681, 799457]"
3542,806,"[2871586, 2866613, 2666255, 1327549, 2308720, 1579637, 2863709, 2862305, 2265375, 2516918]"
3544,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3545,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3549,800,"[2823188, 2707047, 2571805, 2322992, 2322992, 2860176, 2860176, 2869535, 2323009, 2824077]"
3551,800,"[2864904, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399]"
3562,806,"[1905131, 2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465]"
3564,888,"[2858644, 2645657, 2804837, 2827386, 2795050, 2827386, 2827386, 2827386, 2823494, 2254453]"
3566,888,"[2172329, 2634016, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302]"
3566,815,"[2649209, 2067269, 2770295, 2763950, 2505333, 2505325, 2505313, 2461343, 2347424, 2726025]"
3570,806,"[508995, 2796998, 2392807, 2872548, 2784199, 2800932, 2793899, 2762026, 1123523, 2314157]"
3571,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
3572,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3572,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3577,811,"[1997554, 1075909, 1075909, 1075909, 2455581, 2292483, 2599069, 2474290, 1997554, 2766813]"
3579,853,"[477639, 2828938, 2830145, 2127513, 2793004, 2344429, 1729193, 2077372, 2077534, 1796348]"
3579,815,"[2733931, 2586432, 2848414, 2848330, 2839477, 2734082, 2767627, 2758313, 2678871, 1174361]"
3580,811,"[2735796, 2735796, 1251336, 1251336, 2158456, 2434979, 2460689, 795671, 795671, 795671]"
3580,800,"[2114197, 2114197, 2114197, 2114197, 2114197, 2114197, 2114197, 2114197, 2399132, 2399132]"
3587,888,"[2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361, 2556302, 2732903, 2585978]"
3587,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3587,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3587,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3597,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3597,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3597,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3602,815,"[2187837, 2187837, 2187837, 2456340, 2271700, 2187837, 2187837, 2187837, 2187837, 1975498]"
3603,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3606,806,"[1628052, 2757608, 2863612, 2516918, 2809690, 2265375, 2516918, 2246912, 2665325, 26400]"
3608,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
3616,362,"[577029, 2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788]"
3616,800,"[1235996, 2760925, 2760925, 2761114, 2752450, 2752450, 2814436, 2767097, 2587040, 2812516]"
3616,888,"[2760871, 2751582, 1966301, 2254453, 2740665, 2627676, 2627699, 2530318, 1725410, 2658361]"
3616,881,"[2783259, 2783259, 2610530, 1086461, 2734763, 2704412, 1328348, 838828, 2553040, 2553040]"
3616,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3616,815,"[2761285, 2746254, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795]"
3616,806,"[2651575, 2651575, 2651575, 567244, 567244, 449912, 1555961, 1000414, 1805839, 1665684]"
3617,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3617,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3623,806,"[2742508, 2548125, 1038310, 2117741, 2111602, 2085740, 1119382, 1359818, 2711597, 2265375]"
3625,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3628,887,"[1380272, 2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846]"
3634,888,"[2694236, 2672780, 946347, 2860743, 2860743, 2371344, 2371344, 2164946, 2371344, 2371344]"
3635,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3638,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3641,853,"[2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194, 2677510, 2259584]"
3652,853,"[2732797, 2308858, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194]"
3654,881,"[2816864, 2652322, 2723765, 2751205, 2681250, 2757853, 2662331, 2654862, 2426206, 2589273]"
3654,888,"[2769589, 2504186, 2812397, 2349016, 2784045, 2743029, 2764279, 2722115, 2295965, 2731552]"
3654,815,"[2819824, 2692822, 2692822, 2495252, 1158464, 2086926, 2834042, 2495252, 2706707, 2819333]"
3673,800,"[2845693, 2771601, 1804117, 2713902, 2557534, 2557534, 2515550, 1668915, 2703361, 2701857]"
3673,806,"[2849937, 2775837, 2775837, 2775837, 2844801, 2841546, 2833726, 2468675, 2265375, 2516918]"
3679,853,"[2786507, 2145011, 2164644, 1936316, 2772222, 2549526, 2556845, 2010782, 2718656, 2721026]"
3679,815,"[2431066, 2852042, 2845442, 2234932, 2826610, 2820073, 2828966, 2794138, 2789723, 2792334]"
3680,815,"[2366751, 2680933, 2366874, 2619882, 1322577, 2745075, 2788718, 2612256, 2652053, 2784394]"
3681,887,"[2100977, 2100977, 2100977, 2757356, 2100977, 2100977, 2100977, 2100977, 2646757, 1401282]"
3688,815,"[2093913, 2447270, 2447270, 2447270, 2319097, 2319097, 2446974, 2708551, 2708038, 2681709]"
3688,887,"[2024180, 2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846]"
3689,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3705,815,"[1191580, 2075804, 2075804, 1607192, 2119526, 1177225, 2347424, 2726025, 2366751, 2733931]"
3708,881,"[2589273, 2728144, 2068626, 1797869, 1797869, 2367794, 2615537, 2400107, 1302876, 522060]"
3708,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3718,853,"[2095663, 2375771, 2774269, 2679481, 2797319, 2411510, 2651898, 2700922, 2853382, 1190194]"
3718,815,"[1810246, 2610060, 2028956, 2404792, 2745912, 2745912, 2600414, 2836978, 2584667, 2794186]"
3718,806,"[2836594, 2852934, 2825119, 2763993, 1918513, 1000299, 2187404, 2625628, 2795523, 2836594]"
3719,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3722,800,"[2806603, 2802819, 2718167, 2786832, 2761373, 2761373, 2761373, 2758895, 2518588, 2738438]"
3729,806,"[2720426, 2868452, 2639498, 1389669, 1483226, 2807590, 1854870, 2546771, 204106, 2188822]"
3730,815,"[2649879, 2867431, 2605765, 2649862, 2649862, 2866804, 2628617, 2864739, 2867571, 2865940]"
3737,800,"[2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170, 2263399, 2816630]"
3745,815,"[2845484, 2845484, 2845484, 2845484, 2347424, 2726025, 2366751, 2733931, 1193468, 2817908]"
3745,887,"[2690499, 2677927, 701583, 2166462, 1097530, 2634993, 2567963, 2864957, 2108036, 2041846]"
3746,811,"[2764838, 2626729, 2597250, 2746309, 2685325, 2783350, 2226048, 2164561, 2782336, 2262185]"
3748,800,"[2739560, 2398315, 2647132, 2787190, 2154828, 1976000, 954387, 2298161, 2336962, 2443572]"
3748,859,"[1716058, 1716058, 2690834, 1378513, 2715853, 2715853, 2829531, 1385731, 1832346, 2411933]"
3748,806,"[2225182, 1294134, 1294134, 2700168, 625790, 1306141, 2265375, 2516918, 2246912, 2665325]"
3750,806,"[1500700, 423440, 497416, 2779016, 1783399, 2714981, 2532881, 1647158, 1015342, 2757223]"
3752,815,"[2852198, 2616449, 2852194, 2817908, 2817908, 2817908, 2827432, 2827432, 2812849, 989160]"
3753,811,"[2055629, 2664968, 2701608, 2055629, 2055629, 2620903, 2764876, 2764838, 2626729, 2597250]"
3753,800,"[2831110, 2641819, 2814436, 2767097, 2587040, 2812516, 2002760, 2606594, 2732959, 2031170]"
3763,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3766,800,"[2231186, 2231186, 2330854, 2384419, 2384419, 1963642, 2741461, 2741461, 2411073, 2411073]"
3773,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3777,800,"[2500894, 2835641, 2835685, 2091342, 2812516, 2812516, 2671089, 2817938, 2690881, 2690881]"
3785,888,"[2869139, 2869139, 2872716, 2791101, 2448536, 2869137, 2866137, 2872361, 2861505, 2861505]"
3785,815,"[2867999, 2867999, 2867999, 2867999, 2867999, 2683616, 2868018, 2868018, 2868018, 2868018]"
3785,800,"[2660914, 2660914, 2498690, 2729288, 2868155, 2872578, 2758187, 2872651, 2862872, 2751967]"
3785,853,"[2733615, 2733615, 2733615, 2750489, 2750489, 2750489, 2733905, 2733905, 2733905, 2508131]"
3785,806,"[2871626, 2751280, 2788583, 2788583, 2782068, 2782068, 2727016, 2871371, 2869017, 2873039]"
3787,362,"[2598159, 2449079, 1618592, 2545960, 2761167, 333573, 2268784, 1704736, 2110788, 2836886]"
3788,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
3789,806,"[2807590, 1430252, 1430252, 556251, 2269878, 454906, 2078439, 2555761, 2859654, 222263]"
3789,815,"[2094773, 2329679, 2329679, 2329696, 2329657, 2719785, 2817933, 797031, 797031, 2359689]"
3791,806,"[2265375, 2516918, 2246912, 2665325, 26400, 2140749, 2008459, 2822691, 2750465, 1681698]"
3796,815,"[1912860, 2832940, 2839763, 2845314, 2839480, 2839897, 2845495, 2795259, 2803160, 2803226]"
3796,888,"[2802952, 2802963, 2802945, 2776788, 2754117, 2754402, 2460568, 2734881, 2717522, 2254453]"
3802,815,"[2347424, 2726025, 2366751, 2733931, 1193468, 2817908, 2867999, 2735795, 2775387, 2174025]"
